ticker,date,signal,score,rsi,close,ret_5d,win_5d,ret_10d,win_10d,ret_20d,win_20d,ind_RSI,ind_MACD,ind_EMA_trend,ind_OBV,ind_RSI_div,ind_Bollinger,ind_Volume,ind_Candles,ind_Weekly
AFLT,2025-07-11,ЛОНГ,5,26.0,59.17,1.744,True,0.189,False,-3.766,False,1,0,0,0,0,1,0,0,0
AFLT,2025-07-12,ЛОНГ,5,27.1,59.33,-3.219,False,-1.128,False,-3.894,False,1,0,0,0,0,1,0,0,0
AFLT,2025-07-13,ЛОНГ,5,24.7,58.37,2.957,True,1.138,True,-2.018,False,1,0,0,0,0,1,0,0,0
AFLT,2025-07-28,ЛОНГ,5,30.8,56.53,0.931,True,15.545,True,11.869,True,1,-1,0,0,1,1,0,-1,0
AFLT,2025-07-29,ЛОНГ,7,34.1,57.07,0.045,False,18.749,True,10.921,True,1,0,0,0,1,0,1,0,0
AFLT,2025-07-30,ЛОНГ,7,33.5,56.88,3.508,True,19.659,True,11.048,True,1,0,0,0,1,0,0,0,0
AFLT,2025-07-31,ЛОНГ,5,34.2,56.98,7.424,True,19.937,True,9.93,True,1,0,0,0,1,0,0,0,0
AFLT,2025-08-01,ЛОНГ,5,34.2,56.98,13.74,True,18.014,True,8.714,True,1,0,0,0,1,0,0,0,0
AFLT,2025-08-04,ЛОНГ,5,35.6,57.18,14.25,True,17.308,True,9.707,True,1,0,0,0,1,0,0,0,0
AFLT,2025-08-05,ЛОНГ,7,35.4,57.13,18.458,True,16.135,True,10.929,True,1,1,0,0,1,0,0,0,0
AFLT,2025-08-06,ЛОНГ,5,47.5,58.91,15.374,True,16.78,True,6.121,True,0,1,0,0,1,0,1,0,0
AFLT,2025-09-16,ЛОНГ,5,40.3,60.13,-6.485,False,-7.782,False,-15.414,False,0,0,0,0,1,0,0,0,0
AFLT,2025-09-18,ЛОНГ,5,39.3,59.54,-6.509,False,-8.908,False,-14.395,False,1,0,0,0,1,0,0,-1,0
AFLT,2025-09-29,ЛОНГ,5,27.0,54.68,-7.86,False,-4.658,False,5.331,True,1,0,0,0,0,0,0,0,0
AFLT,2025-10-04,ЛОНГ,5,17.7,50.49,3.268,True,0.233,False,1.199,True,1,0,0,0,0,0,0,0,0
AFLT,2025-10-09,ЛОНГ,5,38.3,52.39,-3.133,False,10.255,True,-4.333,False,1,1,0,0,0,0,1,0,0
AFLT,2025-10-27,ЛОНГ,5,37.2,50.1,0.758,True,3.532,True,3.432,True,1,-1,0,0,1,0,0,0,0
AFLT,2025-10-28,ЛОНГ,5,40.7,51.03,-0.825,False,2.339,True,2.417,True,0,0,0,0,1,0,0,0,0
AFLT,2025-10-31,ЛОНГ,6,39.2,50.45,2.919,True,1.012,True,9.355,True,1,0,0,0,1,0,0,0,0
AFLT,2025-11-01,ЛОНГ,6,39.2,50.44,2.548,True,0.314,True,12.055,True,1,0,0,0,1,0,0,0,0
AFLT,2025-11-03,ЛОНГ,5,41.0,50.83,2.984,True,-0.259,False,12.084,True,0,0,0,0,1,0,0,0,0
AFLT,2025-11-05,ЛОНГ,5,39.6,50.41,1.364,True,0.394,True,9.424,True,1,0,0,0,1,0,0,-1,0
AFLT,2025-11-06,ЛОНГ,6,39.5,50.36,2.344,True,0.873,True,13.254,True,1,0,0,0,1,0,0,0,0
AFLT,2025-11-07,ЛОНГ,5,46.7,51.8,-2.049,False,-3.706,False,10.376,True,0,0,0,0,1,0,1,1,0
AFLT,2025-11-08,ЛОНГ,5,48.2,52.13,-2.374,False,-0.296,False,10.997,True,0,1,0,0,1,0,0,0,0
AFLT,2025-12-16,ШОРТ,-4,65.4,59.11,-0.707,False,0.171,False,6.234,True,0,0,0,0,-1,-1,1,0,0
AFLT,2026-02-10,ЛОНГ,5,37.3,55.56,1.527,True,0.825,True,-5.399,False,1,0,0,0,0,1,0,0,0
AFLT,2026-02-28,ЛОНГ,6,38.5,55.29,-5.676,False,-7.507,False,-9.81,False,1,0,0,0,1,0,0,0,0
AFLT,2026-03-02,ЛОНГ,5,30.5,54.24,-3.262,False,-5.568,False,-8.852,False,1,0,0,0,0,1,0,0,0
AFLT,2026-03-03,ЛОНГ,5,28.2,53.86,-3.499,False,-5.167,False,-10.986,False,1,0,0,0,0,1,0,0,0
AFLT,2026-03-04,ЛОНГ,5,23.2,52.85,-2.382,False,-3.881,False,-8.568,False,1,0,0,0,0,1,0,0,0
AFLT,2026-03-05,ЛОНГ,6,20.4,52.13,-2.137,False,-3.154,False,-7.183,False,1,0,0,0,0,1,0,0,0
AFLT,2026-03-06,ЛОНГ,5,19.3,51.8,0.152,False,-1.684,False,-6.489,False,1,0,0,0,0,1,0,0,0
AFLT,2026-03-09,ЛОНГ,5,29.2,52.57,-2.579,False,-4.672,False,-10.0,False,1,0,0,0,0,0,1,1,0
AFLT,2026-03-13,ЛОНГ,5,25.9,51.41,-2.03,False,-1.991,False,-7.674,False,1,0,0,0,0,0,0,0,0
AFLT,2026-03-18,ЛОНГ,5,21.5,50.44,-0.16,False,-5.077,False,-2.222,False,1,0,0,0,0,0,0,0,0
AFLT,2026-03-24,ЛОНГ,7,23.5,49.85,-2.928,False,-4.714,False,-3.811,False,1,0,0,0,1,0,0,0,0
AFLT,2026-03-25,ЛОНГ,8,30.9,50.35,-5.115,False,-5.987,False,-4.877,False,1,1,0,0,1,0,1,0,0
AFLT,2026-03-26,ЛОНГ,7,26.6,49.58,-4.481,False,-4.017,False,-0.341,False,1,1,0,0,1,0,0,-1,0
AFLT,2026-03-27,ЛОНГ,7,20.8,48.14,-0.075,False,-0.283,False,1.15,True,1,-1,0,0,1,1,0,0,0
AFLT,2026-03-28,ЛОНГ,8,21.1,48.16,-1.422,False,1.788,True,3.341,True,1,0,0,0,1,1,0,0,0
AFLT,2026-03-29,ЛОНГ,8,25.2,48.47,-2.035,False,2.832,True,2.213,True,1,0,0,0,1,0,0,0,0
AFLT,2026-03-30,ЛОНГ,6,23.1,47.98,-1.117,False,2.801,True,3.593,True,1,0,0,0,1,0,0,-1,0
