ticker,date,signal,score,entry,ret_5d,win_5d,ret_10d,win_10d,ret_20d,win_20d,ind_RSI,ind_MACD,ind_EMA_trend,ind_OBV,ind_RSI_div,ind_Candles,ind_Bollinger,ind_Volume,ind_MA_align,ind_Stoch
GMKN,2025-07-16,ЛОНГ,3,110.04,5.91,True,4.02,True,14.05,True,0,2,-1,1,0,0,0,1,0,0
GMKN,2025-07-20,ШОРТ,-3,117.4,-2.32,True,1.75,False,9.2,False,-1,1,-1,1,0,0,-2,0,0,-1
GMKN,2025-07-21,ШОРТ,-3,116.54,-1.78,True,3.71,False,12.8,False,-1,1,-1,0,0,0,-1,0,1,-2
GMKN,2025-07-22,ШОРТ,-3,119.5,-4.35,True,0.52,False,9.27,False,-1,1,-1,0,0,0,-1,-1,1,-1
GMKN,2025-07-29,ЛОНГ,3,122.9,-0.6,False,4.31,True,0.03,True,-1,1,1,0,0,1,0,1,0,0
GMKN,2025-09-13,ШОРТ,-4,123.42,-0.44,True,-2.32,True,-2.66,True,0,-2,1,0,-2,0,0,-1,0,0
GMKN,2025-09-30,ЛОНГ,3,123.88,-3.02,False,1.42,True,7.8,True,0,2,1,0,0,0,0,1,0,-1
GMKN,2025-10-07,ЛОНГ,3,125.96,0.51,True,4.41,True,-0.52,False,0,-1,1,1,2,0,0,0,0,0
GMKN,2025-10-08,ЛОНГ,5,121.86,5.89,True,9.34,True,3.97,True,0,2,1,1,2,0,-1,1,0,-1
GMKN,2025-10-28,ЛОНГ,3,122.6,3.59,True,3.57,True,5.87,True,1,-1,1,-1,0,0,2,0,0,1
GMKN,2025-11-13,ШОРТ,-4,125.38,1.29,False,5.55,False,6.89,False,0,-2,-1,0,0,-1,0,0,0,0
GMKN,2025-11-29,ЛОНГ,3,130.76,-1.39,False,4.28,True,8.58,True,0,1,1,0,0,0,0,0,1,0
GMKN,2025-11-30,ЛОНГ,3,131.48,1.93,True,4.03,True,9.08,True,0,1,1,0,0,0,0,0,1,0
GMKN,2025-12-01,ЛОНГ,3,131.1,1.46,True,4.36,True,12.95,True,0,1,1,0,0,1,0,0,0,0
GMKN,2025-12-05,ШОРТ,-3,134.02,2.06,False,4.79,False,13.83,False,0,-2,1,-1,0,-1,0,0,0,0
GMKN,2025-12-10,ШОРТ,-3,136.9,1.53,False,3.93,False,9.17,False,-1,1,1,-1,-2,0,-2,1,1,-1
GMKN,2025-12-11,ШОРТ,-3,136.36,3.02,False,4.12,False,10.46,False,-1,1,1,-1,-2,0,-1,0,1,-1
GMKN,2026-01-15,ШОРТ,-4,156.4,1.56,False,8.08,False,1.09,False,-2,1,1,0,-2,0,-1,0,1,-2
GMKN,2026-01-19,ШОРТ,-4,158.72,4.61,False,7.43,False,-1.27,True,-2,-2,1,0,-2,0,0,0,1,0
GMKN,2026-01-20,ШОРТ,-5,158.84,6.42,False,0.73,False,-0.78,True,-2,-1,1,0,-2,0,-1,0,1,-1
GMKN,2026-01-21,ШОРТ,-5,162.0,2.77,False,-1.11,True,-3.73,True,-2,-1,1,0,-2,0,-1,0,1,-1
GMKN,2026-01-23,ШОРТ,-3,165.36,1.78,False,-2.98,True,-4.32,True,-2,1,1,0,-2,0,-1,0,1,-1
ROSN,2025-06-14,ЛОНГ,3,457.6,-0.44,False,-4.91,False,-6.93,False,0,2,1,-1,2,0,-1,1,0,-1
ROSN,2025-06-15,ШОРТ,-3,450.3,-0.34,True,-2.56,True,-5.26,True,-1,1,-1,-1,2,0,-2,0,0,-1
ROSN,2025-06-28,ШОРТ,-3,439.2,-2.71,True,-5.45,True,-5.66,True,0,-1,-1,-1,0,0,0,0,0,0
ROSN,2025-06-29,ШОРТ,-3,437.15,-2.39,True,-6.15,True,-4.38,True,0,-1,-1,-1,0,0,0,0,0,0
ROSN,2025-06-30,ШОРТ,-3,442.3,-3.38,True,-6.58,True,-5.44,True,0,-1,-1,-1,0,0,0,0,0,0
ROSN,2025-07-01,ШОРТ,-3,439.75,-3.15,True,-8.53,True,-5.04,True,0,-1,-1,-1,0,0,0,0,0,0
ROSN,2025-07-10,ЛОНГ,4,413.2,1.44,True,1.22,True,1.5,True,1,-1,1,0,0,0,2,0,-1,2
ROSN,2025-08-06,ШОРТ,-3,438.4,4.15,False,8.39,False,4.05,False,-1,1,-1,-1,0,0,-2,1,1,-1
ROSN,2025-08-11,ШОРТ,-4,461.55,2.58,False,-1.47,True,0.31,False,-2,1,-1,0,0,0,-2,0,1,-1
ROSN,2025-08-12,ШОРТ,-4,461.5,2.47,False,-1.12,True,-0.09,True,-2,1,-1,0,0,0,-2,1,1,-2
ROSN,2025-08-13,ШОРТ,-4,456.6,4.07,False,0.24,False,-1.05,True,-2,1,-1,0,0,0,-2,0,1,-1
ROSN,2025-08-22,ШОРТ,-3,456.35,2.03,False,1.04,False,1.8,False,0,-2,-1,0,0,0,0,0,0,0
ROSN,2025-09-14,ЛОНГ,3,449.65,-4.61,False,-5.65,False,-8.45,False,0,-1,1,0,0,0,2,0,0,1
ROSN,2025-09-27,ЛОНГ,3,424.7,-3.93,False,-3.0,False,-1.58,False,1,-1,1,0,0,0,1,0,-1,2
ROSN,2025-10-02,ЛОНГ,3,408.0,0.97,True,-0.04,False,-1.48,False,2,-1,1,0,0,0,1,0,-1,1
ROSN,2025-10-03,ЛОНГ,4,404.4,-0.14,False,-0.4,False,-3.6,False,2,-1,1,0,0,0,1,0,-1,2
ROSN,2025-10-04,ЛОНГ,3,401.5,4.01,True,-0.04,False,-2.91,False,2,-1,1,0,0,0,1,0,-1,1
ROSN,2025-10-05,ЛОНГ,3,403.05,0.86,True,-0.55,False,-8.16,False,2,-1,1,0,0,0,1,0,-1,1
ROSN,2025-10-06,ЛОНГ,4,411.65,-1.04,False,2.94,True,-8.54,False,2,-1,1,0,0,0,1,0,-1,2
ROSN,2025-10-28,ЛОНГ,3,376.5,4.7,True,5.25,True,6.93,True,2,-1,-1,0,2,0,2,-1,-1,1
ROSN,2025-11-21,ШОРТ,-3,407.95,-0.72,True,-2.0,True,0.42,False,-1,1,-1,0,0,0,-2,1,0,-1
ROSN,2025-11-25,ШОРТ,-3,410.2,-0.69,True,-0.05,True,0.3,False,-1,1,-1,-1,0,0,-1,0,1,-1
ROSN,2025-12-05,ШОРТ,-3,410.0,-1.89,True,0.35,False,-0.1,True,0,-2,-1,0,0,0,0,0,0,0
ROSN,2025-12-09,ШОРТ,-3,408.05,-1.03,True,0.48,False,0.15,False,0,-2,-1,0,0,0,0,0,0,0
ROSN,2025-12-13,ШОРТ,-3,405.0,1.05,False,-0.01,True,-1.12,True,0,-2,-1,0,0,0,0,0,0,0
ROSN,2025-12-17,ШОРТ,-4,411.45,-1.26,True,-0.45,True,-4.35,True,0,2,-1,-1,-2,0,-1,0,0,-1
ROSN,2025-12-18,ШОРТ,-3,409.25,-1.05,True,0.43,False,-3.63,True,0,1,-1,-1,-2,0,-1,0,1,0
ROSN,2025-12-19,ШОРТ,-3,410.0,-1.04,True,-0.33,True,-3.55,True,0,1,-1,0,-2,0,0,-1,0,0
ROSN,2025-12-22,ШОРТ,-3,406.25,0.82,False,-0.76,True,-3.48,True,0,-2,1,0,-2,0,0,0,0,0
ROSN,2025-12-23,ШОРТ,-5,404.95,1.49,False,-1.11,True,-3.25,True,0,-2,-1,0,-2,0,0,0,0,0
ROSN,2025-12-24,ШОРТ,-4,405.75,0.71,False,-0.42,True,-2.51,True,0,-1,-1,0,-2,0,0,0,0,0
ROSN,2025-12-30,ШОРТ,-3,409.0,-4.14,True,-3.17,True,-0.65,True,0,-1,1,0,-2,0,0,-1,0,0
ROSN,2026-01-13,ЛОНГ,3,390.5,1.38,True,2.29,True,2.78,True,1,-1,1,0,0,0,2,0,-1,1
ROSN,2026-01-14,ЛОНГ,3,393.55,-0.37,False,1.49,True,1.78,True,1,-1,1,0,0,0,2,0,-1,1
ROSN,2026-01-15,ЛОНГ,3,394.4,-0.66,False,1.65,True,1.58,True,1,-1,1,0,0,0,1,0,-1,2
ROSN,2026-01-24,ЛОНГ,3,399.4,3.3,True,0.29,True,-2.28,False,0,2,1,0,0,0,0,0,0,0
ROSN,2026-01-25,ЛОНГ,3,400.9,1.71,True,-0.06,False,-3.09,False,0,1,1,1,0,0,0,0,0,0
ROSN,2026-02-28,ЛОНГ,3,405.85,10.31,True,22.95,True,22.59,True,0,1,-1,0,2,0,0,1,0,0
ROSN,2026-03-03,ШОРТ,-4,443.3,9.35,False,14.5,False,11.58,False,-2,1,-1,0,0,0,-2,1,1,-2
ROSN,2026-03-04,ШОРТ,-3,441.25,10.36,False,11.97,False,11.15,False,-2,1,-1,0,0,0,-2,1,1,-1
ROSN,2026-03-06,ШОРТ,-3,467.5,7.19,False,9.56,False,6.0,False,-2,1,-1,0,0,0,-2,1,1,-1
GAZP,2025-06-10,ЛОНГ,5,122.8,0.2,True,1.21,True,4.11,True,1,-1,1,1,2,0,1,0,-1,1
GAZP,2025-06-11,ЛОНГ,5,122.84,3.52,True,1.86,True,4.06,True,1,-1,1,1,2,0,1,0,-1,1
GAZP,2025-06-13,ЛОНГ,6,123.39,2.66,True,2.4,True,3.49,True,1,-1,1,1,2,0,1,0,-1,2
GAZP,2025-06-14,ЛОНГ,4,125.5,0.33,True,0.95,True,1.62,True,1,-1,1,0,2,0,1,0,-1,1
GAZP,2025-06-16,ЛОНГ,5,123.05,1.0,True,3.6,True,-1.64,False,0,2,1,0,2,0,0,0,0,0
GAZP,2025-06-17,ЛОНГ,4,127.17,-1.6,False,-0.06,False,-5.9,False,1,1,-1,0,2,0,1,0,-1,1
GAZP,2025-06-25,ЛОНГ,3,126.35,2.8,True,1.07,True,-3.74,False,0,1,-1,0,2,1,0,0,0,0
GAZP,2025-07-08,ЛОНГ,3,121.03,-3.85,False,4.73,True,1.51,True,1,1,-1,0,0,0,1,0,0,1
GAZP,2025-07-30,ШОРТ,-3,121.34,7.23,False,14.88,False,9.41,False,0,-2,-1,0,0,0,0,0,0,0
GAZP,2025-08-11,ШОРТ,-3,140.0,-1.33,True,-6.34,True,-2.59,True,-2,1,-1,1,0,0,-2,1,0,-1
GAZP,2025-08-12,ШОРТ,-4,140.8,-1.89,True,-5.85,True,-4.18,True,-2,1,1,0,0,0,-2,-1,1,-2
GAZP,2025-08-29,ШОРТ,-3,135.88,-2.72,True,-1.77,True,-9.65,True,0,-1,1,1,-2,-1,0,0,-1,0
GAZP,2025-09-14,ЛОНГ,3,126.19,-4.56,False,-4.79,False,-5.56,False,1,-1,1,0,0,0,2,0,-1,1
GAZP,2025-09-15,ЛОНГ,3,124.07,-3.68,False,-3.19,False,-4.3,False,1,-1,1,0,0,0,1,0,-1,2
GAZP,2025-09-17,ЛОНГ,3,125.0,-4.88,False,-6.36,False,-6.54,False,1,-1,1,0,0,0,2,0,-1,1
GAZP,2025-09-23,ЛОНГ,3,117.11,2.3,True,-1.72,False,-1.08,False,2,-1,1,0,0,0,1,-1,-1,2
GAZP,2025-10-09,ЛОНГ,3,116.83,-1.34,False,7.59,True,-0.62,False,1,1,-1,0,2,0,1,-1,-1,1
GAZP,2025-10-10,ЛОНГ,3,115.18,-0.04,False,9.41,True,0.89,True,0,1,-1,0,2,0,0,1,0,0
GAZP,2025-10-11,ЛОНГ,3,115.71,7.48,True,4.49,True,1.56,True,1,1,-1,0,2,0,0,0,0,0
GAZP,2025-10-19,ШОРТ,-4,125.7,-6.97,True,-7.63,True,-5.22,True,-1,1,-1,-1,0,0,-2,0,1,-1
GAZP,2025-10-20,ШОРТ,-3,126.02,-8.62,True,-7.79,True,-5.35,True,-1,1,-1,-1,0,0,-1,0,1,-1
GAZP,2025-10-21,ШОРТ,-3,120.9,-3.7,True,-2.8,True,-2.27,True,-1,1,-1,0,0,0,-1,0,1,-2
GAZP,2025-11-17,ШОРТ,-3,118.14,6.65,False,7.86,False,10.29,False,0,-2,-1,0,0,0,0,0,0,0
GAZP,2025-11-21,ШОРТ,-3,127.06,0.5,False,-1.61,True,1.62,False,-2,1,-1,0,0,0,-2,1,1,-1
GAZP,2025-11-24,ШОРТ,-4,126.0,1.13,False,-0.54,True,3.58,False,-1,1,-1,0,0,0,-2,-1,1,-1
GAZP,2025-12-10,ШОРТ,-4,128.32,0.62,False,-0.6,True,-2.31,True,-1,-1,1,-1,-2,0,0,0,0,0
GAZP,2025-12-13,ШОРТ,-4,128.14,0.48,False,-2.2,True,-4.63,True,0,-2,1,-1,-2,0,0,0,0,0
GAZP,2025-12-14,ШОРТ,-3,127.88,-0.33,True,-2.22,True,-3.64,True,0,-1,1,-1,-2,0,0,0,0,0
GAZP,2025-12-15,ШОРТ,-4,129.12,-1.22,True,-3.81,True,-6.44,True,0,-1,1,-1,-2,-1,0,0,0,0
GAZP,2025-12-17,ШОРТ,-6,129.11,-3.49,True,-1.13,True,-5.92,True,-1,-1,1,-1,-2,0,-1,0,0,-1
GAZP,2025-12-18,ШОРТ,-4,128.76,-2.67,True,-0.72,True,-5.25,True,0,-1,1,-1,-2,-1,0,-1,1,0
GAZP,2025-12-19,ШОРТ,-3,127.46,-1.9,True,-1.7,True,-3.0,True,0,-1,1,-1,-2,0,0,0,0,0
GAZP,2025-12-20,ШОРТ,-4,127.55,-2.63,True,-1.72,True,-3.18,True,0,-1,1,-1,-2,0,0,-1,0,0
GAZP,2025-12-21,ШОРТ,-3,127.25,0.09,False,-2.77,True,-2.67,True,0,-1,1,-1,-2,0,0,0,0,0
GAZP,2026-01-15,ЛОНГ,4,122.0,1.16,True,4.26,True,3.93,True,1,-1,1,0,0,0,1,1,-1,2
