ticker,date,signal,score,entry,ret_5d,win_5d,ret_10d,win_10d,ret_20d,win_20d,ind_RSI,ind_MACD,ind_EMA_trend,ind_OBV,ind_RSI_div,ind_Candles,ind_Bollinger,ind_Volume,ind_MA_align,ind_Stoch
SIBN,2025-09-18,ЛОНГ,5,512.5,-2.87,False,-2.61,False,-2.24,False,0,-1,0,0,3,0,1,1,-1,2
SIBN,2025-10-10,ЛОНГ,5,501.0,-2.6,False,-3.72,False,-5.29,False,0,1,0,0,3,0,0,1,0,0
SIBN,2025-10-14,ЛОНГ,7,466.0,5.59,True,2.05,True,3.02,True,1,1,0,0,3,0,2,-1,0,1
SIBN,2025-10-15,ЛОНГ,5,469.3,6.32,True,-2.0,False,2.28,True,2,-2,0,0,3,0,2,0,-1,1
SIBN,2025-10-16,ЛОНГ,5,495.3,-0.61,False,-7.03,False,-2.8,False,2,-1,0,0,3,0,2,0,-1,0
SIBN,2025-10-19,ЛОНГ,5,492.05,-3.35,False,-3.74,False,-4.87,False,0,2,0,0,3,0,0,0,0,0
SIBN,2025-11-06,ЛОНГ,5,470.55,0.49,True,0.1,True,4.35,True,0,2,0,0,3,0,0,0,0,0
SIBN,2025-11-08,ЛОНГ,5,480.0,-2.55,False,-1.02,False,2.76,True,0,1,0,0,3,1,0,0,0,0
NMTP,2025-11-03,ЛОНГ,5,8.51,0.18,True,-3.82,False,1.18,True,0,2,0,0,3,0,0,0,0,0
NMTP,2025-12-22,ШОРТ,-4,8.52,1.12,False,1.35,False,2.29,False,0,-1,0,0,-2,0,0,0,-1,0
NMTP,2025-12-30,ШОРТ,-4,8.63,-0.41,True,0.29,False,2.55,False,0,-1,0,0,0,-1,0,-1,-1,0
NMTP,2026-01-17,ЛОНГ,6,8.66,1.73,True,2.25,True,0.4,True,0,2,0,0,3,0,0,1,0,0
NMTP,2026-01-20,ЛОНГ,5,8.66,2.54,True,0.23,True,0.12,True,0,1,0,0,3,0,-1,1,1,0
FEES,2025-07-04,ЛОНГ,6,0.07,-1.74,False,-3.51,False,1.23,True,0,1,0,0,3,0,0,1,1,0
FEES,2025-07-05,ЛОНГ,5,0.07,-2.46,False,-3.35,False,0.45,True,0,1,0,0,3,0,-1,1,1,0
FEES,2025-08-13,ШОРТ,-4,0.07,-0.65,True,-2.3,True,-2.22,True,-2,1,0,0,0,0,-2,0,1,-2
FEES,2025-09-09,ШОРТ,-4,0.07,-4.73,True,-12.24,True,-12.89,True,0,-1,0,0,-2,0,-1,-1,1,0
FEES,2025-10-11,ЛОНГ,6,0.06,4.6,True,2.69,True,4.01,True,1,1,0,0,3,0,1,0,-1,1
FEES,2025-10-12,ЛОНГ,6,0.06,3.19,True,1.09,True,2.64,True,1,1,0,0,3,0,1,0,-1,1
FEES,2025-10-13,ЛОНГ,6,0.06,5.92,True,2.64,True,2.6,True,1,1,0,0,3,0,0,0,-1,2
FEES,2025-10-14,ЛОНГ,6,0.06,6.61,True,2.2,True,4.24,True,1,1,0,0,3,0,1,0,-1,1
FEES,2025-10-15,ЛОНГ,6,0.06,4.19,True,-2.37,False,1.6,True,1,1,0,0,3,0,1,0,-1,1
FEES,2025-10-16,ЛОНГ,5,0.06,-1.83,False,-4.7,False,-1.86,False,0,1,0,0,3,0,0,1,0,0
FEES,2025-10-28,ЛОНГ,7,0.06,4.35,True,2.99,True,3.99,True,1,1,0,0,3,0,1,0,0,1
FEES,2025-12-08,ШОРТ,-5,0.07,2.34,False,3.82,False,2.25,False,-2,1,0,0,0,0,-2,-1,1,-2
FEES,2025-12-22,ШОРТ,-4,0.07,1.21,False,4.29,False,9.15,False,-1,-2,0,0,-2,0,0,0,1,0
FEES,2025-12-30,ШОРТ,-6,0.07,10.22,False,9.88,False,5.59,False,0,-1,0,0,-2,-1,0,-1,-1,0
FEES,2026-01-12,ШОРТ,-5,0.08,-0.31,True,-3.38,True,-1.61,True,-2,1,0,0,-2,0,-2,0,0,0
FEES,2026-01-13,ШОРТ,-4,0.08,3.14,False,-2.69,True,-0.47,True,-2,1,0,0,-2,0,-2,1,1,-1
FEES,2026-01-15,ШОРТ,-4,0.08,-0.99,True,-2.35,True,-1.98,True,-1,1,0,0,-2,-1,-1,0,0,0
FEES,2026-01-29,ШОРТ,-4,0.08,-0.13,True,1.21,False,-2.25,True,0,-1,0,0,-2,0,0,0,-1,0
FEES,2026-02-10,ШОРТ,-4,0.07,-0.22,True,0.75,False,-2.45,True,0,-2,0,0,0,-1,0,-1,0,0
LENT,2025-08-07,ШОРТ,-5,1701.5,1.67,False,6.32,False,7.61,False,-2,1,0,0,0,0,-2,-1,1,-2
LENT,2025-08-22,ШОРТ,-5,1755.0,2.51,False,3.59,False,3.82,False,-1,-2,0,0,-2,0,0,0,0,0
LENT,2025-08-23,ШОРТ,-4,1789.5,1.26,False,2.04,False,0.59,False,-1,-1,0,0,-2,0,0,0,0,0
LENT,2025-08-24,ШОРТ,-4,1775.0,3.15,False,2.54,False,2.17,False,-1,-1,0,0,-2,0,-1,0,1,0
LENT,2025-08-26,ШОРТ,-4,1749.5,4.6,False,6.06,False,4.34,False,-1,-1,0,0,-2,0,0,0,0,0
LENT,2025-08-27,ШОРТ,-4,1799.0,1.06,False,2.92,False,1.67,False,-1,-1,0,0,-2,0,0,0,0,0
LENT,2025-08-29,ШОРТ,-4,1831.0,-0.6,True,1.86,False,-0.55,True,-1,-1,0,0,-2,0,-1,0,1,0
LENT,2025-08-30,ШОРТ,-5,1810.5,0.75,False,2.15,False,0.91,False,-1,-1,0,0,-2,0,-1,0,1,-1
LENT,2025-08-31,ШОРТ,-5,1830.0,1.39,False,-0.38,True,0.11,False,-1,-1,0,0,-2,-1,-1,0,1,0
LENT,2025-09-01,ШОРТ,-5,1818.0,1.84,False,0.22,False,0.39,False,-1,-1,0,0,-2,0,-1,0,1,-1
LENT,2025-09-02,ШОРТ,-4,1826.0,2.57,False,-1.42,True,0.77,False,-1,-1,0,0,-2,0,0,0,0,0
LENT,2025-09-03,ШОРТ,-6,1820.0,2.47,False,-0.36,True,1.65,False,-1,-1,0,0,-2,-1,-1,0,1,-1
LENT,2025-09-04,ШОРТ,-5,1824.0,1.4,False,-0.63,True,3.45,False,-1,-1,0,0,-2,0,0,0,0,-1
LENT,2025-09-05,ШОРТ,-5,1855.5,-1.75,True,-1.62,True,1.19,False,-1,-1,0,0,-2,-1,0,0,1,-1
